"","V2","V3"
"1",91.9207274215296,72.6960954722017
"2",24.0943956421688,90.3160408837721
"3",59.0419011190534,93.054929212667
"4",93.9784795045853,17.7118377992883
"5",73.5993627924472,66.6058407630771
"6",85.9038908267394,72.2568531055003
"7",96.9513843767345,96.9002580037341
"8",41.9756391784176,6.51104159187526
"9",0.529365590773523,50.6826771656051
"10",97.7401493350044,25.044907303527
"11",21.9914114335552,91.1565845133737
"12",65.3938604751602,8.98111306596547
"13",66.9890095014125,66.7534146457911
"14",94.1987925674766,14.091597404331
"15",0.127250072546303,47.7551886579022
"16",66.6444098576903,74.7873896267265
"17",82.8335356432945,87.952669011429
"18",20.1689909677953,27.4796334793791
"19",91.0923759220168,34.0701928595081
"20",2.81698487233371,55.1935371477157
"21",79.0362405590713,83.3625112660229
"22",18.1635805638507,54.3422661954537
"23",98.1918044621125,81.0948885744438
"24",38.7028204277158,20.1358080143109
"25",55.7431087130681,1.57639188691974
"26",5.28143257834017,73.4467247035354
"27",61.6774145280942,28.9983030641451
"28",76.7119190655649,62.1831802185625
"29",79.7770484816283,41.9964122353122
"30",6.91047941800207,65.3495541075245
"31",90.9028489142656,90.114172664471
"32",46.1516557261348,60.5709002353251
"33",64.5911930594593,78.0030865687877
"34",2.68329214304686,90.1327107800171
"35",41.1323608132079,38.9047522330657
"36",87.9579167347401,13.3034464670345
"37",85.4702165350318,27.9885271564126
"38",66.8937413953245,65.3531439602375
"39",23.3838565880433,55.867500975728
"40",39.1976157203317,67.9674812592566
"41",84.3462718650699,23.0828592320904
"42",73.7862342735752,27.8558020712808
"43",98.8870764151216,24.6847294736654
"44",86.6569409379736,88.8338033109903
"45",53.2606218010187,46.4882050873712
"46",32.4884638655931,15.1330620748922
"47",42.6976386690512,59.7009871387854
"48",53.9597257273272,63.6364348465577
"49",42.3847267637029,48.5692469170317
"50",67.9623559815809,68.7619226519018
"51",4.32514587882906,11.2841489724815
"52",21.3972098659724,66.7880776338279
"53",46.2533203186467,30.6637465953827
"54",8.77929283306003,72.2122360486537
"55",27.7298806468025,8.4231642074883
"56",72.2003177041188,93.7587125459686
"57",32.0570008596405,76.0382131440565
"58",20.8355105016381,99.6463653631508
"59",89.2634802032262,26.2161468388513
"60",49.0099254762754,83.069366007112
"61",21.0180598078296,99.4617528514937
"62",79.6233241213486,65.6086864182726
"63",17.8480746224523,54.2826008750126
"64",51.5164955053478,10.3243581252173
"65",33.2817218266428,33.1242517801002
"66",90.2392605086789,5.88132010307163
"67",92.2443110262975,66.7898265877739
"68",50.5130228586495,98.7294154474512
"69",80.1816912600771,27.3539525456727
"70",29.3331796303391,35.7947512064129
"71",4.03693751432002,71.943640569225
"72",39.0867494978011,70.8654429297894
"73",2.98115510959178,17.9920883616433
"74",72.2423324594274,73.0578382965177
"75",27.8542344924062,58.6648777825758
"76",72.149762371555,17.9753688862547
"77",64.1094884602353,21.1116679245606
"78",57.4199700029567,34.2737570870668
"79",27.3482154589146,85.9885446494445
"80",63.2731053978205,32.188252126798
"81",48.0000046081841,91.0128245595843
"82",55.7434766320512,3.5872085718438
"83",15.259575122036,57.2272815508768
"84",67.8965180879459,24.514703406021
"85",36.9463193928823,3.74347085598856
"86",85.3917503030971,39.2176961526275
"87",86.8415811099112,95.3131533460692
"88",39.8094620089978,85.8174272347242
"89",69.8883291799575,4.61272515822202
"90",18.2249331148341,14.8074634140357
"91",30.2891430910677,92.0203866669908
"92",43.2813141262159,20.8373529836535
"93",77.116850274615,82.6260301284492
"94",2.71549229510128,20.6797608640045
"95",0.254837796092033,82.4670982081443
"96",95.4514599172398,88.1035778438672
"97",15.3676391579211,71.31916009821
"98",11.0276382649317,17.6608624635264
"99",14.2158224713057,21.4734598761424
"100",86.9739301269874,4.21847733668983
