"V2","V3"
91.9207274215296,72.6960954722017
24.0943956421688,90.3160408837721
59.0419011190534,93.054929212667
93.9784795045853,17.7118377992883
73.5993627924472,66.6058407630771
85.9038908267394,72.2568531055003
96.9513843767345,96.9002580037341
41.9756391784176,6.51104159187526
0.529365590773523,50.6826771656051
97.7401493350044,25.044907303527
21.9914114335552,91.1565845133737
65.3938604751602,8.98111306596547
66.9890095014125,66.7534146457911
94.1987925674766,14.091597404331
0.127250072546303,47.7551886579022
66.6444098576903,74.7873896267265
82.8335356432945,87.952669011429
20.1689909677953,27.4796334793791
91.0923759220168,34.0701928595081
2.81698487233371,55.1935371477157
79.0362405590713,83.3625112660229
18.1635805638507,54.3422661954537
98.1918044621125,81.0948885744438
38.7028204277158,20.1358080143109
55.7431087130681,1.57639188691974
5.28143257834017,73.4467247035354
61.6774145280942,28.9983030641451
76.7119190655649,62.1831802185625
79.7770484816283,41.9964122353122
6.91047941800207,65.3495541075245
90.9028489142656,90.114172664471
46.1516557261348,60.5709002353251
64.5911930594593,78.0030865687877
2.68329214304686,90.1327107800171
41.1323608132079,38.9047522330657
87.9579167347401,13.3034464670345
85.4702165350318,27.9885271564126
66.8937413953245,65.3531439602375
23.3838565880433,55.867500975728
39.1976157203317,67.9674812592566
84.3462718650699,23.0828592320904
73.7862342735752,27.8558020712808
98.8870764151216,24.6847294736654
86.6569409379736,88.8338033109903
53.2606218010187,46.4882050873712
32.4884638655931,15.1330620748922
42.6976386690512,59.7009871387854
53.9597257273272,63.6364348465577
42.3847267637029,48.5692469170317
67.9623559815809,68.7619226519018
4.32514587882906,11.2841489724815
21.3972098659724,66.7880776338279
46.2533203186467,30.6637465953827
8.77929283306003,72.2122360486537
27.7298806468025,8.4231642074883
72.2003177041188,93.7587125459686
32.0570008596405,76.0382131440565
20.8355105016381,99.6463653631508
89.2634802032262,26.2161468388513
49.0099254762754,83.069366007112
21.0180598078296,99.4617528514937
79.6233241213486,65.6086864182726
17.8480746224523,54.2826008750126
51.5164955053478,10.3243581252173
33.2817218266428,33.1242517801002
90.2392605086789,5.88132010307163
92.2443110262975,66.7898265877739
50.5130228586495,98.7294154474512
80.1816912600771,27.3539525456727
29.3331796303391,35.7947512064129
4.03693751432002,71.943640569225
39.0867494978011,70.8654429297894
2.98115510959178,17.9920883616433
72.2423324594274,73.0578382965177
27.8542344924062,58.6648777825758
72.149762371555,17.9753688862547
64.1094884602353,21.1116679245606
57.4199700029567,34.2737570870668
27.3482154589146,85.9885446494445
63.2731053978205,32.188252126798
48.0000046081841,91.0128245595843
55.7434766320512,3.5872085718438
15.259575122036,57.2272815508768
67.8965180879459,24.514703406021
36.9463193928823,3.74347085598856
85.3917503030971,39.2176961526275
86.8415811099112,95.3131533460692
39.8094620089978,85.8174272347242
69.8883291799575,4.61272515822202
18.2249331148341,14.8074634140357
30.2891430910677,92.0203866669908
43.2813141262159,20.8373529836535
77.116850274615,82.6260301284492
2.71549229510128,20.6797608640045
0.254837796092033,82.4670982081443
95.4514599172398,88.1035778438672
15.3676391579211,71.31916009821
11.0276382649317,17.6608624635264
14.2158224713057,21.4734598761424
86.9739301269874,4.21847733668983
